,Age,Salary,Children,AmountSpent,Gender_Female,Gender_Male,OwnHome_Own,OwnHome_Rent,Married_Married,Married_Single,Location_Close,Location_Far,History_High,History_Low,History_Medium,Catalogs_6,Catalogs_12,Catalogs_18,Catalogs_24
643,Middle,58600,1,624,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
644,Young,55900,1,788,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
645,Young,13700,2,414,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
646,Old,81400,0,3001,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
647,Old,90500,0,863,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
648,Middle,82200,1,1517,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
649,Middle,65400,3,836,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
650,Middle,74400,0,1152,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
651,Young,63300,3,1408,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
652,Young,51600,0,1082,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
653,Young,55000,0,1162,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
654,Middle,43900,2,358,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
655,Young,20300,1,304,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
656,Young,16300,0,360,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0
657,Middle,97600,2,1162,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
658,Old,15100,0,348,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
659,Young,12500,3,206,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
660,Young,10600,2,114,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
661,Middle,41300,1,932,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
662,Young,27200,2,446,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
663,Middle,102400,1,2466,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
664,Young,27900,1,576,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
665,Old,23800,0,428,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
666,Middle,100000,1,2247,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
667,Middle,43300,3,716,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
668,Middle,65800,1,1017,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
669,Middle,49700,2,613,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
670,Middle,82300,2,580,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
671,Middle,41200,0,841,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
672,Young,29200,0,737,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
673,Middle,51900,2,1162,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
674,Middle,85500,2,895,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
675,Young,12400,3,205,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
676,Middle,111900,1,2340,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
677,Middle,40400,1,630,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
678,Young,10900,0,407,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
679,Middle,82400,3,2122,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
680,Young,13200,1,227,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
681,Middle,57800,0,1149,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
682,Old,52200,1,669,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
683,Middle,64600,2,2935,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
684,Middle,43100,0,1444,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
685,Old,40100,0,1384,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
686,Old,84500,0,1557,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
687,Old,34500,0,802,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
688,Young,61000,1,1611,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
689,Old,79300,0,2047,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
690,Middle,44500,0,1175,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
691,Young,39700,0,1011,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
692,Old,30300,0,1062,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
693,Young,20100,1,271,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
694,Old,86500,0,2690,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
695,Old,42500,0,918,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
696,Middle,102300,0,2438,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
697,Middle,52600,2,1307,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
698,Middle,37800,2,1185,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
699,Young,20300,2,180,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
700,Middle,71600,1,1198,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
701,Young,54500,1,1001,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
702,Middle,54700,0,1355,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
703,Middle,58600,2,989,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
704,Middle,53800,0,1803,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
705,Middle,131500,3,2840,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
706,Middle,52200,0,1909,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
707,Young,37200,1,247,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
708,Young,22900,1,814,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
709,Young,55500,3,216,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
710,Young,12800,1,365,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
711,Young,17600,2,163,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
712,Old,28300,0,933,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
713,Old,41900,0,654,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
714,Young,14100,3,153,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
715,Middle,52100,0,1668,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
716,Middle,38700,1,1009,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
717,Middle,44100,1,1659,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
718,Middle,79200,1,1905,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
719,Young,22600,3,521,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
720,Middle,55100,2,826,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
721,Old,70400,0,2610,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
722,Middle,107300,2,1194,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
723,Middle,66500,1,1181,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
724,Young,10200,0,362,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
725,Young,41000,1,768,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
726,Middle,26200,1,381,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
727,Middle,72200,3,1811,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
728,Middle,36700,1,1218,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
729,Old,74500,0,1413,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
730,Middle,60200,1,1748,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
731,Old,34500,0,639,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
732,Old,83700,0,1582,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
733,Young,14800,1,376,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
734,Middle,106400,0,1757,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
735,Young,42000,3,105,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
736,Middle,118800,0,2631,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
737,Young,21900,2,486,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
738,Middle,39500,1,412,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
739,Middle,45900,0,716,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
740,Young,37100,2,653,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
741,Middle,28200,1,224,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
742,Middle,74600,2,705,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
743,Middle,122700,1,4984,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
744,Young,14200,2,197,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
745,Middle,75500,0,2450,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
746,Middle,62900,0,2561,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
747,Young,19400,0,563,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
748,Middle,46600,0,546,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
749,Middle,79700,1,3384,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
750,Middle,45900,2,416,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
751,Old,42800,0,685,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
752,Old,65500,0,1931,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
753,Old,33600,0,573,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
754,Middle,55600,1,1553,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
755,Young,24000,2,362,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
756,Young,25700,0,907,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
757,Old,21500,0,445,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
758,Old,68600,0,1342,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
759,Young,23100,2,457,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
760,Middle,53300,0,1598,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
761,Old,112800,0,1861,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
762,Old,124900,0,4109,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
763,Middle,72200,0,3278,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
764,Middle,35100,1,421,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
765,Old,14900,0,275,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
766,Middle,72000,0,1475,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
767,Middle,82400,0,1779,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
768,Young,41600,3,1634,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
769,Middle,68500,2,1500,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
770,Young,62200,0,1348,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
771,Old,35900,0,962,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
772,Young,14100,0,328,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
773,Young,36500,1,747,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
774,Middle,86400,1,1713,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
775,Old,39500,0,1006,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
776,Old,85300,0,2523,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
777,Old,110700,0,2458,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
778,Young,17700,0,742,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
779,Young,33200,1,1639,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
780,Middle,53800,0,843,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
781,Old,44400,0,886,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
782,Middle,135700,1,2746,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
783,Young,20700,1,550,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
784,Middle,83500,2,2098,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
785,Middle,84200,2,954,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
786,Middle,79900,1,1041,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
787,Old,19700,0,535,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
788,Middle,35300,0,1369,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
789,Old,52000,0,2545,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
790,Young,21300,1,329,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
791,Middle,63700,0,1351,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
792,Old,25900,0,582,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
793,Middle,65800,2,578,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
794,Old,11000,0,195,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
795,Old,65900,0,777,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
796,Middle,108100,1,1133,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
797,Middle,107300,2,1566,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
798,Middle,79500,0,1651,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
799,Middle,95900,0,3168,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
800,Middle,45200,1,699,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
801,Middle,98500,0,2034,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
802,Old,96200,0,1457,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
803,Young,17900,0,395,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
804,Middle,42700,0,541,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
805,Middle,49700,0,2844,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
806,Middle,43000,3,225,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
807,Young,15500,1,210,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
808,Young,13000,3,43,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
809,Middle,27200,3,243,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
810,Old,26700,0,1120,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
811,Old,61000,0,975,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
812,Middle,76600,3,2904,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
813,Middle,117500,2,927,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
814,Old,90600,0,3167,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
815,Young,12600,0,241,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
816,Old,12700,2,65,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
817,Middle,77600,3,858,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
818,Middle,92400,1,2191,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
819,Old,71800,0,1946,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
820,Middle,95800,3,2581,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
821,Young,32600,3,172,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
822,Middle,74500,2,824,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
823,Old,29200,0,556,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
824,Young,12900,1,167,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
825,Middle,117700,1,2104,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
826,Middle,64100,1,1332,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
827,Middle,46500,1,829,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
828,Young,12400,1,229,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
829,Middle,130600,0,3442,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
830,Middle,74400,0,1893,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
831,Old,40600,2,690,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
832,Young,54200,1,486,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
833,Middle,65400,1,2290,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
834,Middle,49100,0,934,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
835,Young,10600,2,517,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
836,Young,76400,0,2216,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
837,Middle,93700,1,1521,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
838,Middle,49000,0,1523,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
839,Middle,96500,1,1364,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
840,Middle,55600,0,952,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
841,Middle,99600,1,871,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
842,Middle,79900,3,295,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
843,Old,50500,0,642,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
844,Old,16300,0,317,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
845,Old,49200,0,1078,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
846,Middle,48100,2,961,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
847,Middle,61300,2,1241,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
848,Middle,72600,1,1999,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
849,Young,19500,0,571,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
850,Young,17200,1,329,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
851,Middle,51100,0,1984,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
852,Middle,76800,1,1061,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
853,Middle,60200,0,1955,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
854,Middle,59100,2,580,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
855,Old,32500,0,883,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
856,Middle,49500,2,1195,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
857,Middle,109600,1,2318,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
858,Young,47300,0,640,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
859,Middle,93000,1,2644,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
860,Young,32000,1,1320,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
861,Young,44700,1,502,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
862,Old,69400,0,2419,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
863,Middle,64300,2,661,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
864,Middle,75400,0,2723,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
865,Middle,96100,0,1588,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
866,Old,118000,3,581,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
867,Young,69700,1,1432,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
868,Old,59300,0,929,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
869,Middle,88600,3,212,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
870,Middle,102600,0,2546,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
871,Middle,43700,0,1344,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
872,Old,22400,0,947,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
873,Middle,70500,1,2145,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
874,Middle,54200,1,757,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
875,Middle,25300,1,451,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
876,Old,116100,1,2975,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
877,Young,15900,0,406,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
878,Middle,46600,3,158,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
879,Young,23200,0,534,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
880,Young,18200,0,401,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
881,Middle,82700,1,1753,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
882,Young,17000,0,659,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
883,Middle,83000,2,726,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
884,Young,42400,1,1166,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
885,Old,40200,2,1197,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
886,Young,17300,0,411,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
887,Middle,109800,1,2258,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
888,Middle,64400,3,1913,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
889,Young,27600,1,893,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
890,Young,25100,1,421,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
891,Middle,46300,3,1138,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
892,Old,74900,0,1804,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
893,Middle,67900,0,1418,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
894,Middle,88500,2,1104,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
895,Middle,99200,3,2796,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
896,Old,62800,0,1403,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
897,Old,76900,2,3230,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
898,Middle,84100,3,1352,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
899,Old,77600,0,2004,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
900,Young,19100,1,403,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
901,Old,128700,0,3995,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
902,Young,14400,1,390,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
903,Old,49600,0,770,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
904,Middle,47000,0,963,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
905,Young,36600,0,833,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
906,Middle,65800,1,869,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
907,Middle,52800,2,926,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
908,Middle,96500,0,3780,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
909,Middle,63500,1,1023,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
910,Middle,60400,1,791,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
911,Middle,102700,3,1473,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
912,Middle,100100,2,1597,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
913,Middle,54400,0,1150,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
914,Middle,105600,3,304,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
915,Old,57900,0,1693,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
916,Young,31500,3,269,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
917,Middle,60100,1,1430,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
918,Middle,87400,2,2729,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
919,Middle,117900,0,1760,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
920,Middle,48800,1,1271,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
921,Middle,67900,3,356,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
922,Old,66200,0,1024,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
923,Middle,88000,2,524,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
924,Middle,94200,1,1211,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
925,Young,29200,3,636,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
926,Young,15300,0,645,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
927,Young,17500,0,472,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
928,Old,168800,0,1512,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
929,Middle,40200,0,1634,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
930,Young,28400,3,182,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
931,Middle,72200,3,1042,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
932,Middle,55200,0,1714,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
933,Middle,44600,0,966,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
934,Middle,58400,0,829,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
935,Middle,67800,1,680,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
936,Old,25500,0,636,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
937,Young,20000,3,182,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
938,Middle,52600,1,1773,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
939,Middle,97600,1,2902,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
940,Old,23400,0,348,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
941,Middle,102500,3,548,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
942,Middle,52300,1,2034,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
943,Middle,65400,0,2296,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
944,Young,19600,0,395,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
945,Old,37000,0,850,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
946,Young,13200,0,512,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
947,Middle,63800,1,1622,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
948,Old,22600,0,865,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
949,Old,37300,0,673,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
950,Young,14900,1,422,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
951,Middle,36700,1,529,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
952,Middle,63200,0,1932,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
953,Old,77300,0,1853,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
954,Middle,43100,1,1224,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
955,Middle,44800,1,666,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
956,Old,70900,0,1685,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
957,Middle,38200,0,1476,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
958,Young,18400,1,319,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
959,Middle,40700,3,232,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
960,Old,71300,0,1543,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
961,Middle,36400,2,506,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
962,Young,15400,0,172,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
963,Middle,39100,1,1001,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
964,Middle,43800,0,606,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
